Date;Moneda;valor
02/12/2019;GBP;1.2935
01/12/2019;GBP;1.2886
30/11/2019;GBP;1.2886
29/11/2019;GBP;1.2886
28/11/2019;GBP;1.292
27/11/2019;GBP;1.2884
26/11/2019;GBP;1.2857
25/11/2019;GBP;1.2873
24/11/2019;GBP;1.2861
23/11/2019;GBP;1.2861
22/11/2019;GBP;1.2861
21/11/2019;GBP;1.2965
20/11/2019;GBP;1.2902
19/11/2019;GBP;1.2945
18/11/2019;GBP;1.2963
17/11/2019;GBP;1.2881
16/11/2019;GBP;1.2881
15/11/2019;GBP;1.2881
14/11/2019;GBP;1.2841
13/11/2019;GBP;1.2833
12/11/2019;GBP;1.2835
11/11/2019;GBP;1.2877
10/11/2019;GBP;1.2807
09/11/2019;GBP;1.2807
08/11/2019;GBP;1.2807
07/11/2019;GBP;1.2814
06/11/2019;GBP;1.289
05/11/2019;GBP;1.29
04/11/2019;GBP;1.2919
03/11/2019;GBP;1.2951
02/11/2019;GBP;1.2951
01/11/2019;GBP;1.2951
31/10/2019;GBP;1.295
30/10/2019;GBP;1.2884
29/10/2019;GBP;1.2852
28/10/2019;GBP;1.2843
27/10/2019;GBP;1.2826
26/10/2019;GBP;1.2826
25/10/2019;GBP;1.2826
24/10/2019;GBP;1.2896
23/10/2019;GBP;1.2873
22/10/2019;GBP;1.2932
21/10/2019;GBP;1.3002
20/10/2019;GBP;1.2893
19/10/2019;GBP;1.2893
18/10/2019;GBP;1.2893
17/10/2019;GBP;1.2797
16/10/2019;GBP;1.2737
15/10/2019;GBP;1.2643
14/10/2019;GBP;1.2538
13/10/2019;GBP;1.2618
12/10/2019;GBP;1.2618
11/10/2019;GBP;1.2618
10/10/2019;GBP;1.2234
09/10/2019;GBP;1.2221
08/10/2019;GBP;1.2235
07/10/2019;GBP;1.233
06/10/2019;GBP;1.233
05/10/2019;GBP;1.233
04/10/2019;GBP;1.233
03/10/2019;GBP;1.2334
02/10/2019;GBP;1.2279
01/10/2019;GBP;1.2251
30/09/2019;GBP;1.2294
29/09/2019;GBP;1.2317
28/09/2019;GBP;1.2317
27/09/2019;GBP;1.2317
26/09/2019;GBP;1.2359
25/09/2019;GBP;1.2386
24/09/2019;GBP;1.2482
23/09/2019;GBP;1.2434
22/09/2019;GBP;1.2501
21/09/2019;GBP;1.2501
20/09/2019;GBP;1.2501
19/09/2019;GBP;1.2472
18/09/2019;GBP;1.2458
17/09/2019;GBP;1.2415
16/09/2019;GBP;1.2463
15/09/2019;GBP;1.2454
14/09/2019;GBP;1.2454
13/09/2019;GBP;1.2454
12/09/2019;GBP;1.2329
11/09/2019;GBP;1.2344
10/09/2019;GBP;1.2363
09/09/2019;GBP;1.2358
08/09/2019;GBP;1.2302
07/09/2019;GBP;1.2302
06/09/2019;GBP;1.2302
05/09/2019;GBP;1.2344
04/09/2019;GBP;1.2208
03/09/2019;GBP;1.2034
02/09/2019;GBP;1.2077
01/09/2019;GBP;1.2186
31/08/2019;GBP;1.2186
30/08/2019;GBP;1.2186
29/08/2019;GBP;1.223
28/08/2019;GBP;1.2203
27/08/2019;GBP;1.2278
26/08/2019;GBP;1.2241
25/08/2019;GBP;1.2233
24/08/2019;GBP;1.2233
23/08/2019;GBP;1.2233
22/08/2019;GBP;1.2159
21/08/2019;GBP;1.213
20/08/2019;GBP;1.2089
19/08/2019;GBP;1.2123
18/08/2019;GBP;1.2167
17/08/2019;GBP;1.2167
16/08/2019;GBP;1.2167
15/08/2019;GBP;1.2138
14/08/2019;GBP;1.2073
13/08/2019;GBP;1.2089
12/08/2019;GBP;1.2087
11/08/2019;GBP;1.2064
10/08/2019;GBP;1.2064
09/08/2019;GBP;1.2064
08/08/2019;GBP;1.2151
07/08/2019;GBP;1.213
06/08/2019;GBP;1.2182
05/08/2019;GBP;1.217
04/08/2019;GBP;1.2137
03/08/2019;GBP;1.2137
02/08/2019;GBP;1.2137
01/08/2019;GBP;1.2109
31/07/2019;GBP;1.2171
30/07/2019;GBP;1.217
29/07/2019;GBP;1.2294
28/07/2019;GBP;1.2426
27/07/2019;GBP;1.2426
26/07/2019;GBP;1.2426
25/07/2019;GBP;1.2494
24/07/2019;GBP;1.2497
23/07/2019;GBP;1.2438
22/07/2019;GBP;1.2466
21/07/2019;GBP;1.2524
20/07/2019;GBP;1.2524
19/07/2019;GBP;1.2524
18/07/2019;GBP;1.2483
17/07/2019;GBP;1.2414
16/07/2019;GBP;1.2434
15/07/2019;GBP;1.2539
14/07/2019;GBP;1.2533
13/07/2019;GBP;1.2533
12/07/2019;GBP;1.2533
11/07/2019;GBP;1.2568
10/07/2019;GBP;1.2477
09/07/2019;GBP;1.2453
08/07/2019;GBP;1.2513
07/07/2019;GBP;1.2553
06/07/2019;GBP;1.2553
05/07/2019;GBP;1.2553
04/07/2019;GBP;1.258
03/07/2019;GBP;1.2583
02/07/2019;GBP;1.2635
01/07/2019;GBP;1.265
30/06/2019;GBP;1.2693
29/06/2019;GBP;1.2693
28/06/2019;GBP;1.2693
27/06/2019;GBP;1.2714
26/06/2019;GBP;1.268
25/06/2019;GBP;1.2726
24/06/2019;GBP;1.275
23/06/2019;GBP;1.2654
22/06/2019;GBP;1.2654
21/06/2019;GBP;1.2654
20/06/2019;GBP;1.2682
19/06/2019;GBP;1.2589
18/06/2019;GBP;1.2513
17/06/2019;GBP;1.2593
16/06/2019;GBP;1.2644
15/06/2019;GBP;1.2644
14/06/2019;GBP;1.2644
13/06/2019;GBP;1.2692
12/06/2019;GBP;1.275
11/06/2019;GBP;1.2707
10/06/2019;GBP;1.2662
09/06/2019;GBP;1.2713
08/06/2019;GBP;1.2713
07/06/2019;GBP;1.2713
06/06/2019;GBP;1.2722
05/06/2019;GBP;1.2701
04/06/2019;GBP;1.2671
03/06/2019;GBP;1.2622
02/06/2019;GBP;1.2573
01/06/2019;GBP;1.2573
31/05/2019;GBP;1.2573
30/05/2019;GBP;1.2627
29/05/2019;GBP;1.2645
28/05/2019;GBP;1.2665
27/05/2019;GBP;1.2693
26/05/2019;GBP;1.2667
25/05/2019;GBP;1.2667
24/05/2019;GBP;1.2667
23/05/2019;GBP;1.2644
22/05/2019;GBP;1.2654
21/05/2019;GBP;1.2739
20/05/2019;GBP;1.2745
19/05/2019;GBP;1.2754
18/05/2019;GBP;1.2754
17/05/2019;GBP;1.2754
16/05/2019;GBP;1.2809
15/05/2019;GBP;1.2881
14/05/2019;GBP;1.2945
13/05/2019;GBP;1.3023
12/05/2019;GBP;1.302
11/05/2019;GBP;1.302
10/05/2019;GBP;1.302
09/05/2019;GBP;1.2997
08/05/2019;GBP;1.3011
07/05/2019;GBP;1.306
06/05/2019;GBP;1.3103
05/05/2019;GBP;1.3003
04/05/2019;GBP;1.3003
03/05/2019;GBP;1.3003
02/05/2019;GBP;1.3048
01/05/2019;GBP;1.3007
30/04/2019;GBP;1.3007
29/04/2019;GBP;1.2914
28/04/2019;GBP;1.2894
27/04/2019;GBP;1.2894
26/04/2019;GBP;1.2894
25/04/2019;GBP;1.2869
24/04/2019;GBP;1.2952
23/04/2019;GBP;1.3008
22/04/2019;GBP;1.301
21/04/2019;GBP;1.301
20/04/2019;GBP;1.301
19/04/2019;GBP;1.301
18/04/2019;GBP;1.301
17/04/2019;GBP;1.3051
16/04/2019;GBP;1.3086
15/04/2019;GBP;1.3108
14/04/2019;GBP;1.312
13/04/2019;GBP;1.312
12/04/2019;GBP;1.312
11/04/2019;GBP;1.3072
10/04/2019;GBP;1.3102
09/04/2019;GBP;1.3062
08/04/2019;GBP;1.3049
07/04/2019;GBP;1.3071
06/04/2019;GBP;1.3071
05/04/2019;GBP;1.3071
04/04/2019;GBP;1.3134
03/04/2019;GBP;1.3167
02/04/2019;GBP;1.3023
01/04/2019;GBP;1.3117
31/03/2019;GBP;1.309
30/03/2019;GBP;1.309
29/03/2019;GBP;1.309
28/03/2019;GBP;1.3112
27/03/2019;GBP;1.323
26/03/2019;GBP;1.3232
25/03/2019;GBP;1.3224
24/03/2019;GBP;1.3159
23/03/2019;GBP;1.3159
22/03/2019;GBP;1.3159
21/03/2019;GBP;1.3141
20/03/2019;GBP;1.3159
19/03/2019;GBP;1.3277
18/03/2019;GBP;1.3249
17/03/2019;GBP;1.3239
16/03/2019;GBP;1.3239
15/03/2019;GBP;1.3239
14/03/2019;GBP;1.3253
13/03/2019;GBP;1.3161
12/03/2019;GBP;1.3088
11/03/2019;GBP;1.3038
10/03/2019;GBP;1.3063
09/03/2019;GBP;1.3063
08/03/2019;GBP;1.3063
07/03/2019;GBP;1.3124
06/03/2019;GBP;1.315
05/03/2019;GBP;1.3119
04/03/2019;GBP;1.3217
03/03/2019;GBP;1.3241
02/03/2019;GBP;1.3241
01/03/2019;GBP;1.3241
28/02/2019;GBP;1.33
27/02/2019;GBP;1.3316
26/02/2019;GBP;1.3202
25/02/2019;GBP;1.3078
24/02/2019;GBP;1.2978
23/02/2019;GBP;1.2978
22/02/2019;GBP;1.2978
21/02/2019;GBP;1.308
20/02/2019;GBP;1.3045
19/02/2019;GBP;1.2954
18/02/2019;GBP;1.2929
17/02/2019;GBP;1.2804
16/02/2019;GBP;1.2804
15/02/2019;GBP;1.2804
14/02/2019;GBP;1.2813
13/02/2019;GBP;1.2912
12/02/2019;GBP;1.288
11/02/2019;GBP;1.2908
10/02/2019;GBP;1.2968
09/02/2019;GBP;1.2968
08/02/2019;GBP;1.2968
07/02/2019;GBP;1.2929
06/02/2019;GBP;1.2967
05/02/2019;GBP;1.301
04/02/2019;GBP;1.3053
03/02/2019;GBP;1.3052
02/02/2019;GBP;1.3052
01/02/2019;GBP;1.3052
31/01/2019;GBP;1.3117
30/01/2019;GBP;1.3085
29/01/2019;GBP;1.3169
28/01/2019;GBP;1.3141
27/01/2019;GBP;1.3105
26/01/2019;GBP;1.3105
25/01/2019;GBP;1.3105
24/01/2019;GBP;1.3023
23/01/2019;GBP;1.3034
22/01/2019;GBP;1.2902
21/01/2019;GBP;1.2867
20/01/2019;GBP;1.2938
19/01/2019;GBP;1.2938
18/01/2019;GBP;1.2938
17/01/2019;GBP;1.2912
16/01/2019;GBP;1.2856
15/01/2019;GBP;1.2832
14/01/2019;GBP;1.2846
13/01/2019;GBP;1.2812
12/01/2019;GBP;1.2812
11/01/2019;GBP;1.2812
10/01/2019;GBP;1.2757
09/01/2019;GBP;1.274
08/01/2019;GBP;1.2748
07/01/2019;GBP;1.2756
06/01/2019;GBP;1.2672
05/01/2019;GBP;1.2672
04/01/2019;GBP;1.2672
03/01/2019;GBP;1.2565
02/01/2019;GBP;1.264
01/01/2019;GBP;1.28
31/12/2018;GBP;1.28
30/12/2018;GBP;1.2688
29/12/2018;GBP;1.2688
28/12/2018;GBP;1.2688
27/12/2018;GBP;1.2631
26/12/2018;GBP;1.267
25/12/2018;GBP;1.267
24/12/2018;GBP;1.267
23/12/2018;GBP;1.2652
22/12/2018;GBP;1.2652
21/12/2018;GBP;1.2652
20/12/2018;GBP;1.2676
19/12/2018;GBP;1.2628
18/12/2018;GBP;1.2681
17/12/2018;GBP;1.2617
16/12/2018;GBP;1.2562
15/12/2018;GBP;1.2562
14/12/2018;GBP;1.2562
13/12/2018;GBP;1.2656
12/12/2018;GBP;1.2588
11/12/2018;GBP;1.2611
10/12/2018;GBP;1.266
09/12/2018;GBP;1.2764
08/12/2018;GBP;1.2764
07/12/2018;GBP;1.2764
06/12/2018;GBP;1.2764
05/12/2018;GBP;1.2774
04/12/2018;GBP;1.2811
03/12/2018;GBP;1.2711
02/12/2018;GBP;1.2753
01/12/2018;GBP;1.2753
30/11/2018;GBP;1.2753
29/11/2018;GBP;1.2775
28/11/2018;GBP;1.2787
27/11/2018;GBP;1.2764
26/11/2018;GBP;1.2848
25/11/2018;GBP;1.283
24/11/2018;GBP;1.283
23/11/2018;GBP;1.283
22/11/2018;GBP;1.287
21/11/2018;GBP;1.2804
20/11/2018;GBP;1.2846
19/11/2018;GBP;1.2827
18/11/2018;GBP;1.2842
17/11/2018;GBP;1.2842
16/11/2018;GBP;1.2842
15/11/2018;GBP;1.2793
14/11/2018;GBP;1.2977
13/11/2018;GBP;1.2952
12/11/2018;GBP;1.2865
11/11/2018;GBP;1.3033
10/11/2018;GBP;1.3033
09/11/2018;GBP;1.3033
08/11/2018;GBP;1.3106
07/11/2018;GBP;1.3143
06/11/2018;GBP;1.3089
05/11/2018;GBP;1.2989
04/11/2018;GBP;1.2993
03/11/2018;GBP;1.2993
02/11/2018;GBP;1.2993
01/11/2018;GBP;1.2921
31/10/2018;GBP;1.2735
30/10/2018;GBP;1.2756
29/10/2018;GBP;1.2818
28/10/2018;GBP;1.2793
27/10/2018;GBP;1.2793
26/10/2018;GBP;1.2793
25/10/2018;GBP;1.2895
24/10/2018;GBP;1.2908
23/10/2018;GBP;1.3028
22/10/2018;GBP;1.2999
21/10/2018;GBP;1.3031
20/10/2018;GBP;1.3031
19/10/2018;GBP;1.3031
18/10/2018;GBP;1.3097
17/10/2018;GBP;1.311
16/10/2018;GBP;1.3228
15/10/2018;GBP;1.3154
14/10/2018;GBP;1.3206
13/10/2018;GBP;1.3206
12/10/2018;GBP;1.3206
11/10/2018;GBP;1.323
10/10/2018;GBP;1.3151
09/10/2018;GBP;1.3042
08/10/2018;GBP;1.3042
07/10/2018;GBP;1.3051
06/10/2018;GBP;1.3051
05/10/2018;GBP;1.3051
04/10/2018;GBP;1.2985
03/10/2018;GBP;1.2991
02/10/2018;GBP;1.2963
01/10/2018;GBP;1.3029
30/09/2018;GBP;1.3046
29/09/2018;GBP;1.3046
28/09/2018;GBP;1.3046
27/09/2018;GBP;1.3158
26/09/2018;GBP;1.3176
25/09/2018;GBP;1.317
24/09/2018;GBP;1.316
23/09/2018;GBP;1.3153
22/09/2018;GBP;1.3153
21/09/2018;GBP;1.3153
20/09/2018;GBP;1.3285
19/09/2018;GBP;1.3137
18/09/2018;GBP;1.3148
17/09/2018;GBP;1.3132
16/09/2018;GBP;1.31
15/09/2018;GBP;1.31
14/09/2018;GBP;1.31
13/09/2018;GBP;1.3056
12/09/2018;GBP;1.3013
11/09/2018;GBP;1.2995
10/09/2018;GBP;1.2952
09/09/2018;GBP;1.301
08/09/2018;GBP;1.301
07/09/2018;GBP;1.301
06/09/2018;GBP;1.2952
05/09/2018;GBP;1.2822
04/09/2018;GBP;1.2838
03/09/2018;GBP;1.2876
02/09/2018;GBP;1.2983
01/09/2018;GBP;1.2983
31/08/2018;GBP;1.2983
30/08/2018;GBP;1.3026
29/08/2018;GBP;1.2884
28/08/2018;GBP;1.2914
27/08/2018;GBP;1.2873
26/08/2018;GBP;1.2847
25/08/2018;GBP;1.2847
24/08/2018;GBP;1.2847
23/08/2018;GBP;1.2883
22/08/2018;GBP;1.2917
21/08/2018;GBP;1.2817
20/08/2018;GBP;1.2763
19/08/2018;GBP;1.2717
18/08/2018;GBP;1.2717
17/08/2018;GBP;1.2717
16/08/2018;GBP;1.2704
15/08/2018;GBP;1.2702
14/08/2018;GBP;1.2773
13/08/2018;GBP;1.2765
12/08/2018;GBP;1.2775
11/08/2018;GBP;1.2775
10/08/2018;GBP;1.2775
09/08/2018;GBP;1.289
08/08/2018;GBP;1.2865
07/08/2018;GBP;1.2966
06/08/2018;GBP;1.2929
05/08/2018;GBP;1.3013
04/08/2018;GBP;1.3013
03/08/2018;GBP;1.3013
02/08/2018;GBP;1.3032
01/08/2018;GBP;1.3136
31/07/2018;GBP;1.3154
30/07/2018;GBP;1.3118
29/07/2018;GBP;1.3088
28/07/2018;GBP;1.3088
27/07/2018;GBP;1.3088
26/07/2018;GBP;1.3185
25/07/2018;GBP;1.3156
24/07/2018;GBP;1.3127
23/07/2018;GBP;1.3139
22/07/2018;GBP;1.3047
21/07/2018;GBP;1.3047
20/07/2018;GBP;1.3047
19/07/2018;GBP;1.2977
18/07/2018;GBP;1.3029
17/07/2018;GBP;1.3195
16/07/2018;GBP;1.3277
15/07/2018;GBP;1.3158
14/07/2018;GBP;1.3158
13/07/2018;GBP;1.3158
12/07/2018;GBP;1.3208
11/07/2018;GBP;1.3263
10/07/2018;GBP;1.3259
09/07/2018;GBP;1.3344
08/07/2018;GBP;1.3233
07/07/2018;GBP;1.3233
06/07/2018;GBP;1.3233
05/07/2018;GBP;1.3259
04/07/2018;GBP;1.3213
03/07/2018;GBP;1.3203
02/07/2018;GBP;1.3129
01/07/2018;GBP;1.3157
30/06/2018;GBP;1.3157
29/06/2018;GBP;1.3157
28/06/2018;GBP;1.3085
27/06/2018;GBP;1.3174
26/06/2018;GBP;1.324
25/06/2018;GBP;1.3289
24/06/2018;GBP;1.3287
23/06/2018;GBP;1.3287
22/06/2018;GBP;1.3287
21/06/2018;GBP;1.3206
20/06/2018;GBP;1.3175
19/06/2018;GBP;1.3153
18/06/2018;GBP;1.3249
17/06/2018;GBP;1.328
16/06/2018;GBP;1.328
15/06/2018;GBP;1.328
14/06/2018;GBP;1.3378
13/06/2018;GBP;1.3336
12/06/2018;GBP;1.3369
11/06/2018;GBP;1.337
10/06/2018;GBP;1.3397
09/06/2018;GBP;1.3397
08/06/2018;GBP;1.3397
07/06/2018;GBP;1.3431
06/06/2018;GBP;1.3418
05/06/2018;GBP;1.336
04/06/2018;GBP;1.3387
03/06/2018;GBP;1.3309
02/06/2018;GBP;1.3309
01/06/2018;GBP;1.3309
31/05/2018;GBP;1.3343
30/05/2018;GBP;1.3294
29/05/2018;GBP;1.3263
28/05/2018;GBP;1.3313
27/05/2018;GBP;1.3337
26/05/2018;GBP;1.3337
25/05/2018;GBP;1.3337
24/05/2018;GBP;1.3407
23/05/2018;GBP;1.3312
22/05/2018;GBP;1.345
21/05/2018;GBP;1.3417
20/05/2018;GBP;1.3491
19/05/2018;GBP;1.3491
18/05/2018;GBP;1.3491
17/05/2018;GBP;1.3515
16/05/2018;GBP;1.348
15/05/2018;GBP;1.3519
14/05/2018;GBP;1.3586
13/05/2018;GBP;1.3561
12/05/2018;GBP;1.3561
11/05/2018;GBP;1.3561
10/05/2018;GBP;1.3527
09/05/2018;GBP;1.3585
08/05/2018;GBP;1.3499
07/05/2018;GBP;1.3523
06/05/2018;GBP;1.3565
05/05/2018;GBP;1.3565
04/05/2018;GBP;1.3565
03/05/2018;GBP;1.3599
02/05/2018;GBP;1.3638
01/05/2018;GBP;1.3732
30/04/2018;GBP;1.3732
29/04/2018;GBP;1.3763
28/04/2018;GBP;1.3763
27/04/2018;GBP;1.3763
26/04/2018;GBP;1.397
25/04/2018;GBP;1.3945
24/04/2018;GBP;1.3963
23/04/2018;GBP;1.3964
22/04/2018;GBP;1.405
21/04/2018;GBP;1.405
20/04/2018;GBP;1.405
19/04/2018;GBP;1.4236
18/04/2018;GBP;1.4222
17/04/2018;GBP;1.4322
16/04/2018;GBP;1.4306
15/04/2018;GBP;1.4256
14/04/2018;GBP;1.4256
13/04/2018;GBP;1.4256
12/04/2018;GBP;1.4206
11/04/2018;GBP;1.4176
10/04/2018;GBP;1.4178
09/04/2018;GBP;1.4128
08/04/2018;GBP;1.4015
07/04/2018;GBP;1.4015
06/04/2018;GBP;1.4015
05/04/2018;GBP;1.4028
04/04/2018;GBP;1.4018
03/04/2018;GBP;1.4063
02/04/2018;GBP;1.4083
01/04/2018;GBP;1.4083
31/03/2018;GBP;1.4083
30/03/2018;GBP;1.4083
29/03/2018;GBP;1.4083
28/03/2018;GBP;1.4152
27/03/2018;GBP;1.4073
26/03/2018;GBP;1.4225
25/03/2018;GBP;1.4144
24/03/2018;GBP;1.4144
23/03/2018;GBP;1.4144
22/03/2018;GBP;1.4124
21/03/2018;GBP;1.4057
20/03/2018;GBP;1.3995
19/03/2018;GBP;1.4052
18/03/2018;GBP;1.3938
17/03/2018;GBP;1.3938
16/03/2018;GBP;1.3938
15/03/2018;GBP;1.3948
14/03/2018;GBP;1.3956
13/03/2018;GBP;1.3963
12/03/2018;GBP;1.3886
11/03/2018;GBP;1.3827
10/03/2018;GBP;1.3827
09/03/2018;GBP;1.3827
08/03/2018;GBP;1.3884
07/03/2018;GBP;1.3872
06/03/2018;GBP;1.3919
05/03/2018;GBP;1.3817
04/03/2018;GBP;1.3784
03/03/2018;GBP;1.3784
02/03/2018;GBP;1.3784
01/03/2018;GBP;1.3749
28/02/2018;GBP;1.3814
27/02/2018;GBP;1.3915
26/02/2018;GBP;1.4029
25/02/2018;GBP;1.3986
24/02/2018;GBP;1.3986
23/02/2018;GBP;1.3986
22/02/2018;GBP;1.3896
21/02/2018;GBP;1.3918
20/02/2018;GBP;1.3996
19/02/2018;GBP;1.4008
18/02/2018;GBP;1.4036
17/02/2018;GBP;1.4036
16/02/2018;GBP;1.4036
15/02/2018;GBP;1.4091
14/02/2018;GBP;1.3868
13/02/2018;GBP;1.3867
12/02/2018;GBP;1.3841
11/02/2018;GBP;1.383
10/02/2018;GBP;1.383
09/02/2018;GBP;1.383
08/02/2018;GBP;1.4
07/02/2018;GBP;1.3914
06/02/2018;GBP;1.3871
05/02/2018;GBP;1.4046
04/02/2018;GBP;1.422
03/02/2018;GBP;1.422
02/02/2018;GBP;1.422
01/02/2018;GBP;1.4236
31/01/2018;GBP;1.417
30/01/2018;GBP;1.4126
29/01/2018;GBP;1.4077
28/01/2018;GBP;1.4239
27/01/2018;GBP;1.4239
26/01/2018;GBP;1.4239
25/01/2018;GBP;1.4255
24/01/2018;GBP;1.4168
23/01/2018;GBP;1.3946
22/01/2018;GBP;1.3895
21/01/2018;GBP;1.3869
20/01/2018;GBP;1.3869
19/01/2018;GBP;1.3869
18/01/2018;GBP;1.3871
17/01/2018;GBP;1.3778
16/01/2018;GBP;1.3763
15/01/2018;GBP;1.3788
14/01/2018;GBP;1.364
13/01/2018;GBP;1.364
12/01/2018;GBP;1.364
11/01/2018;GBP;1.3491
10/01/2018;GBP;1.3524
09/01/2018;GBP;1.3518
08/01/2018;GBP;1.3542
07/01/2018;GBP;1.3552
06/01/2018;GBP;1.3552
05/01/2018;GBP;1.3552
04/01/2018;GBP;1.3541
03/01/2018;GBP;1.3564
02/01/2018;GBP;1.3563
01/01/2018;GBP;1.3517
31/12/2017;GBP;1.3517
30/12/2017;GBP;1.3517
29/12/2017;GBP;1.3517
28/12/2017;GBP;1.3444
27/12/2017;GBP;1.3427
26/12/2017;GBP;1.3383
25/12/2017;GBP;1.3383
24/12/2017;GBP;1.3383
23/12/2017;GBP;1.3383
22/12/2017;GBP;1.3383
21/12/2017;GBP;1.336
20/12/2017;GBP;1.3411
19/12/2017;GBP;1.3359
18/12/2017;GBP;1.3372
17/12/2017;GBP;1.3377
16/12/2017;GBP;1.3377
15/12/2017;GBP;1.3377
14/12/2017;GBP;1.3435
13/12/2017;GBP;1.3351
12/12/2017;GBP;1.336
11/12/2017;GBP;1.3367
10/12/2017;GBP;1.3416
09/12/2017;GBP;1.3416
08/12/2017;GBP;1.3416
07/12/2017;GBP;1.3383
06/12/2017;GBP;1.3377
05/12/2017;GBP;1.3435
04/12/2017;GBP;1.3525
03/12/2017;GBP;1.3488
02/12/2017;GBP;1.3488
01/12/2017;GBP;1.3488
30/11/2017;GBP;1.3467
29/11/2017;GBP;1.3395
28/11/2017;GBP;1.3277
27/11/2017;GBP;1.3373
26/11/2017;GBP;1.3327
25/11/2017;GBP;1.3327
24/11/2017;GBP;1.3327
23/11/2017;GBP;1.3312
22/11/2017;GBP;1.3229
21/11/2017;GBP;1.3241
20/11/2017;GBP;1.3246
19/11/2017;GBP;1.3196
18/11/2017;GBP;1.3196
17/11/2017;GBP;1.3196
16/11/2017;GBP;1.3199
15/11/2017;GBP;1.3169
14/11/2017;GBP;1.311
13/11/2017;GBP;1.3094
12/11/2017;GBP;1.3188
11/11/2017;GBP;1.3188
10/11/2017;GBP;1.3188
09/11/2017;GBP;1.3122
08/11/2017;GBP;1.311
07/11/2017;GBP;1.3133
06/11/2017;GBP;1.3112
05/11/2017;GBP;1.3109
04/11/2017;GBP;1.3109
03/11/2017;GBP;1.3109
02/11/2017;GBP;1.313
01/11/2017;GBP;1.3288
31/10/2017;GBP;1.3247
30/10/2017;GBP;1.3198
29/10/2017;GBP;1.3093
28/10/2017;GBP;1.3093
27/10/2017;GBP;1.3093
26/10/2017;GBP;1.3204
25/10/2017;GBP;1.3259
24/10/2017;GBP;1.317
23/10/2017;GBP;1.3178
22/10/2017;GBP;1.3186
21/10/2017;GBP;1.3186
20/10/2017;GBP;1.3186
19/10/2017;GBP;1.3176
18/10/2017;GBP;1.3159
17/10/2017;GBP;1.319
16/10/2017;GBP;1.3299
15/10/2017;GBP;1.3273
14/10/2017;GBP;1.3273
13/10/2017;GBP;1.3273
12/10/2017;GBP;1.3139
11/10/2017;GBP;1.3187
10/10/2017;GBP;1.3194
09/10/2017;GBP;1.3169
08/10/2017;GBP;1.3075
07/10/2017;GBP;1.3075
06/10/2017;GBP;1.3075
05/10/2017;GBP;1.3171
04/10/2017;GBP;1.3278
03/10/2017;GBP;1.3236
02/10/2017;GBP;1.3282
01/10/2017;GBP;1.3389
30/09/2017;GBP;1.3389
29/09/2017;GBP;1.3389
28/09/2017;GBP;1.344
27/09/2017;GBP;1.3408
26/09/2017;GBP;1.3429
25/09/2017;GBP;1.3495
24/09/2017;GBP;1.3568
23/09/2017;GBP;1.3568
22/09/2017;GBP;1.3568
21/09/2017;GBP;1.3492
20/09/2017;GBP;1.354
19/09/2017;GBP;1.3509
18/09/2017;GBP;1.3538
17/09/2017;GBP;1.3588
16/09/2017;GBP;1.3588
15/09/2017;GBP;1.3588
14/09/2017;GBP;1.3336
13/09/2017;GBP;1.3274
12/09/2017;GBP;1.3277
11/09/2017;GBP;1.3216
10/09/2017;GBP;1.3214
09/09/2017;GBP;1.3214
08/09/2017;GBP;1.3214
07/09/2017;GBP;1.3097
06/09/2017;GBP;1.305
05/09/2017;GBP;1.2961
04/09/2017;GBP;1.2961
03/09/2017;GBP;1.2946
02/09/2017;GBP;1.2946
01/09/2017;GBP;1.2946
31/08/2017;GBP;1.2857
30/08/2017;GBP;1.2918
29/08/2017;GBP;1.296
28/08/2017;GBP;1.2916
27/08/2017;GBP;1.2823
26/08/2017;GBP;1.2823
25/08/2017;GBP;1.2823
24/08/2017;GBP;1.2833
23/08/2017;GBP;1.2806
22/08/2017;GBP;1.2835
21/08/2017;GBP;1.2879
20/08/2017;GBP;1.2875
19/08/2017;GBP;1.2875
18/08/2017;GBP;1.2875
17/08/2017;GBP;1.2869
16/08/2017;GBP;1.2869
15/08/2017;GBP;1.2885
14/08/2017;GBP;1.2973
13/08/2017;GBP;1.2979
12/08/2017;GBP;1.2979
11/08/2017;GBP;1.2979
10/08/2017;GBP;1.2992
09/08/2017;GBP;1.2986
08/08/2017;GBP;1.3029
07/08/2017;GBP;1.3045
06/08/2017;GBP;1.3146
05/08/2017;GBP;1.3146
04/08/2017;GBP;1.3146
03/08/2017;GBP;1.3131
02/08/2017;GBP;1.3228
01/08/2017;GBP;1.3207
31/07/2017;GBP;1.3115
30/07/2017;GBP;1.3095
29/07/2017;GBP;1.3095
28/07/2017;GBP;1.3095
27/07/2017;GBP;1.3143
26/07/2017;GBP;1.3043
25/07/2017;GBP;1.3081
24/07/2017;GBP;1.3036
23/07/2017;GBP;1.2992
22/07/2017;GBP;1.2992
21/07/2017;GBP;1.2992
20/07/2017;GBP;1.2946
19/07/2017;GBP;1.3034
18/07/2017;GBP;1.3015
17/07/2017;GBP;1.3061
16/07/2017;GBP;1.2974
15/07/2017;GBP;1.2974
14/07/2017;GBP;1.2974
13/07/2017;GBP;1.2942
12/07/2017;GBP;1.2875
11/07/2017;GBP;1.2914
10/07/2017;GBP;1.2875
09/07/2017;GBP;1.2897
08/07/2017;GBP;1.2897
07/07/2017;GBP;1.2897
06/07/2017;GBP;1.2936
