Date;Moneda;valor
06/10/2018;JPY;0.0088
05/10/2018;JPY;0.0088
04/10/2018;JPY;0.0088
03/10/2018;JPY;0.0088
02/10/2018;JPY;0.0088
01/10/2018;JPY;0.0088
30/09/2018;JPY;0.0088
29/09/2018;JPY;0.0088
28/09/2018;JPY;0.0088
27/09/2018;JPY;0.0089
26/09/2018;JPY;0.0089
25/09/2018;JPY;0.0089
24/09/2018;JPY;0.0089
23/09/2018;JPY;0.0089
22/09/2018;JPY;0.0089
21/09/2018;JPY;0.0089
20/09/2018;JPY;0.0089
19/09/2018;JPY;0.0089
18/09/2018;JPY;0.0089
17/09/2018;JPY;0.0089
16/09/2018;JPY;0.0089
15/09/2018;JPY;0.0089
14/09/2018;JPY;0.0089
13/09/2018;JPY;0.009
12/09/2018;JPY;0.009
11/09/2018;JPY;0.009
10/09/2018;JPY;0.009
09/09/2018;JPY;0.009
08/09/2018;JPY;0.009
07/09/2018;JPY;0.009
06/09/2018;JPY;0.009
05/09/2018;JPY;0.009
04/09/2018;JPY;0.009
03/09/2018;JPY;0.009
02/09/2018;JPY;0.009
01/09/2018;JPY;0.009
31/08/2018;JPY;0.009
30/08/2018;JPY;0.009
29/08/2018;JPY;0.009
28/08/2018;JPY;0.009
27/08/2018;JPY;0.009
26/08/2018;JPY;0.009
25/08/2018;JPY;0.009
24/08/2018;JPY;0.009
23/08/2018;JPY;0.009
22/08/2018;JPY;0.0091
21/08/2018;JPY;0.0091
20/08/2018;JPY;0.009
19/08/2018;JPY;0.0091
18/08/2018;JPY;0.0091
17/08/2018;JPY;0.0091
16/08/2018;JPY;0.009
15/08/2018;JPY;0.009
14/08/2018;JPY;0.009
13/08/2018;JPY;0.009
12/08/2018;JPY;0.009
11/08/2018;JPY;0.009
10/08/2018;JPY;0.009
09/08/2018;JPY;0.009
08/08/2018;JPY;0.009
07/08/2018;JPY;0.009
06/08/2018;JPY;0.009
05/08/2018;JPY;0.009
04/08/2018;JPY;0.009
03/08/2018;JPY;0.009
02/08/2018;JPY;0.009
01/08/2018;JPY;0.0089
31/07/2018;JPY;0.009
30/07/2018;JPY;0.009
29/07/2018;JPY;0.009
28/07/2018;JPY;0.009
27/07/2018;JPY;0.009
26/07/2018;JPY;0.009
25/07/2018;JPY;0.009
24/07/2018;JPY;0.009
23/07/2018;JPY;0.009
22/07/2018;JPY;0.0089
21/07/2018;JPY;0.0089
20/07/2018;JPY;0.0089
19/07/2018;JPY;0.0088
18/07/2018;JPY;0.0089
17/07/2018;JPY;0.0089
16/07/2018;JPY;0.0089
15/07/2018;JPY;0.0089
14/07/2018;JPY;0.0089
13/07/2018;JPY;0.0089
12/07/2018;JPY;0.0089
11/07/2018;JPY;0.009
10/07/2018;JPY;0.009
09/07/2018;JPY;0.0091
08/07/2018;JPY;0.009
07/07/2018;JPY;0.009
06/07/2018;JPY;0.009
05/07/2018;JPY;0.009
04/07/2018;JPY;0.0091
03/07/2018;JPY;0.009
02/07/2018;JPY;0.009
01/07/2018;JPY;0.009
30/06/2018;JPY;0.009
29/06/2018;JPY;0.009
28/06/2018;JPY;0.0091
27/06/2018;JPY;0.0091
26/06/2018;JPY;0.0091
25/06/2018;JPY;0.0091
24/06/2018;JPY;0.0091
23/06/2018;JPY;0.0091
22/06/2018;JPY;0.0091
21/06/2018;JPY;0.009
20/06/2018;JPY;0.0091
19/06/2018;JPY;0.0091
18/06/2018;JPY;0.0091
17/06/2018;JPY;0.009
16/06/2018;JPY;0.009
15/06/2018;JPY;0.009
14/06/2018;JPY;0.0091
13/06/2018;JPY;0.009
12/06/2018;JPY;0.0091
11/06/2018;JPY;0.0091
10/06/2018;JPY;0.0091
09/06/2018;JPY;0.0091
08/06/2018;JPY;0.0091
07/06/2018;JPY;0.0091
06/06/2018;JPY;0.0091
05/06/2018;JPY;0.0091
04/06/2018;JPY;0.0091
03/06/2018;JPY;0.0091
02/06/2018;JPY;0.0091
01/06/2018;JPY;0.0091
31/05/2018;JPY;0.0092
30/05/2018;JPY;0.0092
29/05/2018;JPY;0.0092
28/05/2018;JPY;0.0091
27/05/2018;JPY;0.0091
26/05/2018;JPY;0.0091
25/05/2018;JPY;0.0091
24/05/2018;JPY;0.0091
23/05/2018;JPY;0.0091
22/05/2018;JPY;0.009
21/05/2018;JPY;0.009
20/05/2018;JPY;0.009
19/05/2018;JPY;0.009
18/05/2018;JPY;0.009
17/05/2018;JPY;0.009
16/05/2018;JPY;0.0091
15/05/2018;JPY;0.0091
14/05/2018;JPY;0.0091
13/05/2018;JPY;0.0091
12/05/2018;JPY;0.0091
11/05/2018;JPY;0.0091
10/05/2018;JPY;0.0091
09/05/2018;JPY;0.0091
08/05/2018;JPY;0.0092
07/05/2018;JPY;0.0091
06/05/2018;JPY;0.0092
05/05/2018;JPY;0.0092
04/05/2018;JPY;0.0092
03/05/2018;JPY;0.0092
02/05/2018;JPY;0.0091
01/05/2018;JPY;0.0091
30/04/2018;JPY;0.0091
29/04/2018;JPY;0.0091
28/04/2018;JPY;0.0091
27/04/2018;JPY;0.0091
26/04/2018;JPY;0.0092
25/04/2018;JPY;0.0092
24/04/2018;JPY;0.0092
23/04/2018;JPY;0.0092
22/04/2018;JPY;0.0093
21/04/2018;JPY;0.0093
20/04/2018;JPY;0.0093
19/04/2018;JPY;0.0093
18/04/2018;JPY;0.0093
17/04/2018;JPY;0.0093
16/04/2018;JPY;0.0093
15/04/2018;JPY;0.0093
14/04/2018;JPY;0.0093
13/04/2018;JPY;0.0093
12/04/2018;JPY;0.0093
11/04/2018;JPY;0.0094
10/04/2018;JPY;0.0093
09/04/2018;JPY;0.0093
08/04/2018;JPY;0.0093
07/04/2018;JPY;0.0093
06/04/2018;JPY;0.0093
05/04/2018;JPY;0.0093
04/04/2018;JPY;0.0094
03/04/2018;JPY;0.0094
02/04/2018;JPY;0.0094
01/04/2018;JPY;0.0094
31/03/2018;JPY;0.0094
30/03/2018;JPY;0.0094
29/03/2018;JPY;0.0094
28/03/2018;JPY;0.0094
27/03/2018;JPY;0.0094
26/03/2018;JPY;0.0095
25/03/2018;JPY;0.0095
24/03/2018;JPY;0.0095
23/03/2018;JPY;0.0095
22/03/2018;JPY;0.0095
21/03/2018;JPY;0.0094
20/03/2018;JPY;0.0094
19/03/2018;JPY;0.0094
18/03/2018;JPY;0.0094
17/03/2018;JPY;0.0094
16/03/2018;JPY;0.0094
15/03/2018;JPY;0.0094
14/03/2018;JPY;0.0094
13/03/2018;JPY;0.0094
12/03/2018;JPY;0.0094
11/03/2018;JPY;0.0094
10/03/2018;JPY;0.0094
09/03/2018;JPY;0.0094
08/03/2018;JPY;0.0094
07/03/2018;JPY;0.0094
06/03/2018;JPY;0.0094
05/03/2018;JPY;0.0095
04/03/2018;JPY;0.0095
03/03/2018;JPY;0.0095
02/03/2018;JPY;0.0095
01/03/2018;JPY;0.0094
28/02/2018;JPY;0.0093
27/02/2018;JPY;0.0093
26/02/2018;JPY;0.0094
25/02/2018;JPY;0.0094
24/02/2018;JPY;0.0094
23/02/2018;JPY;0.0094
22/02/2018;JPY;0.0093
21/02/2018;JPY;0.0093
20/02/2018;JPY;0.0093
19/02/2018;JPY;0.0094
18/02/2018;JPY;0.0094
17/02/2018;JPY;0.0094
16/02/2018;JPY;0.0094
15/02/2018;JPY;0.0094
14/02/2018;JPY;0.0093
13/02/2018;JPY;0.0093
12/02/2018;JPY;0.0092
11/02/2018;JPY;0.0092
10/02/2018;JPY;0.0092
09/02/2018;JPY;0.0092
08/02/2018;JPY;0.0091
07/02/2018;JPY;0.0092
06/02/2018;JPY;0.0091
05/02/2018;JPY;0.0091
04/02/2018;JPY;0.0091
03/02/2018;JPY;0.0091
02/02/2018;JPY;0.0091
01/02/2018;JPY;0.0091
31/01/2018;JPY;0.0092
30/01/2018;JPY;0.0092
29/01/2018;JPY;0.0092
28/01/2018;JPY;0.0091
27/01/2018;JPY;0.0091
26/01/2018;JPY;0.0091
25/01/2018;JPY;0.0092
24/01/2018;JPY;0.0091
23/01/2018;JPY;0.009
22/01/2018;JPY;0.009
21/01/2018;JPY;0.009
20/01/2018;JPY;0.009
19/01/2018;JPY;0.009
18/01/2018;JPY;0.009
17/01/2018;JPY;0.009
16/01/2018;JPY;0.009
15/01/2018;JPY;0.009
14/01/2018;JPY;0.009
13/01/2018;JPY;0.009
12/01/2018;JPY;0.009
11/01/2018;JPY;0.009
10/01/2018;JPY;0.009
09/01/2018;JPY;0.0089
08/01/2018;JPY;0.0088
07/01/2018;JPY;0.0088
06/01/2018;JPY;0.0088
05/01/2018;JPY;0.0088
04/01/2018;JPY;0.0089
03/01/2018;JPY;0.0089
02/01/2018;JPY;0.0089
01/01/2018;JPY;0.0089
31/12/2017;JPY;0.0089
30/12/2017;JPY;0.0089
29/12/2017;JPY;0.0089
28/12/2017;JPY;0.0089
27/12/2017;JPY;0.0088
26/12/2017;JPY;0.0088
25/12/2017;JPY;0.0088
24/12/2017;JPY;0.0088
23/12/2017;JPY;0.0088
22/12/2017;JPY;0.0088
21/12/2017;JPY;0.0088
20/12/2017;JPY;0.0088
19/12/2017;JPY;0.0089
18/12/2017;JPY;0.0089
17/12/2017;JPY;0.0089
16/12/2017;JPY;0.0089
15/12/2017;JPY;0.0089
14/12/2017;JPY;0.0089
13/12/2017;JPY;0.0088
12/12/2017;JPY;0.0088
11/12/2017;JPY;0.0088
10/12/2017;JPY;0.0088
09/12/2017;JPY;0.0088
08/12/2017;JPY;0.0088
07/12/2017;JPY;0.0089
06/12/2017;JPY;0.0089
05/12/2017;JPY;0.0089
04/12/2017;JPY;0.0089
03/12/2017;JPY;0.0089
02/12/2017;JPY;0.0089
01/12/2017;JPY;0.0089
30/11/2017;JPY;0.0089
29/11/2017;JPY;0.0089
28/11/2017;JPY;0.009
27/11/2017;JPY;0.009
26/11/2017;JPY;0.009
25/11/2017;JPY;0.009
24/11/2017;JPY;0.009
23/11/2017;JPY;0.009
22/11/2017;JPY;0.0089
21/11/2017;JPY;0.0089
20/11/2017;JPY;0.0089
19/11/2017;JPY;0.0089
18/11/2017;JPY;0.0089
17/11/2017;JPY;0.0089
16/11/2017;JPY;0.0088
15/11/2017;JPY;0.0089
14/11/2017;JPY;0.0088
13/11/2017;JPY;0.0088
12/11/2017;JPY;0.0088
11/11/2017;JPY;0.0088
10/11/2017;JPY;0.0088
09/11/2017;JPY;0.0088
08/11/2017;JPY;0.0088
07/11/2017;JPY;0.0088
06/11/2017;JPY;0.0088
05/11/2017;JPY;0.0088
04/11/2017;JPY;0.0088
03/11/2017;JPY;0.0088
02/11/2017;JPY;0.0088
01/11/2017;JPY;0.0088
31/10/2017;JPY;0.0088
30/10/2017;JPY;0.0088
29/10/2017;JPY;0.0088
28/10/2017;JPY;0.0088
27/10/2017;JPY;0.0088
26/10/2017;JPY;0.0088
25/10/2017;JPY;0.0088
24/10/2017;JPY;0.0088
23/10/2017;JPY;0.0088
22/10/2017;JPY;0.0088
21/10/2017;JPY;0.0088
20/10/2017;JPY;0.0088
19/10/2017;JPY;0.0089
18/10/2017;JPY;0.0089
17/10/2017;JPY;0.0089
16/10/2017;JPY;0.0089
15/10/2017;JPY;0.0089
14/10/2017;JPY;0.0089
13/10/2017;JPY;0.0089
12/10/2017;JPY;0.0089
11/10/2017;JPY;0.0089
10/10/2017;JPY;0.0089
09/10/2017;JPY;0.0089
08/10/2017;JPY;0.0089
07/10/2017;JPY;0.0089
06/10/2017;JPY;0.0089
05/10/2017;JPY;0.0089
04/10/2017;JPY;0.0089
03/10/2017;JPY;0.0089
02/10/2017;JPY;0.0089
01/10/2017;JPY;0.0089
30/09/2017;JPY;0.0089
29/09/2017;JPY;0.0089
28/09/2017;JPY;0.0089
27/09/2017;JPY;0.0089
26/09/2017;JPY;0.0089
25/09/2017;JPY;0.0089
24/09/2017;JPY;0.0089
23/09/2017;JPY;0.0089
22/09/2017;JPY;0.0089
21/09/2017;JPY;0.0089
20/09/2017;JPY;0.009
19/09/2017;JPY;0.009
18/09/2017;JPY;0.009
17/09/2017;JPY;0.009
16/09/2017;JPY;0.009
15/09/2017;JPY;0.009
14/09/2017;JPY;0.009
13/09/2017;JPY;0.0091
12/09/2017;JPY;0.0091
11/09/2017;JPY;0.0092
10/09/2017;JPY;0.0093
09/09/2017;JPY;0.0093
08/09/2017;JPY;0.0093
07/09/2017;JPY;0.0092
06/09/2017;JPY;0.0092
05/09/2017;JPY;0.0091
04/09/2017;JPY;0.0091
03/09/2017;JPY;0.0091
02/09/2017;JPY;0.0091
01/09/2017;JPY;0.0091
31/08/2017;JPY;0.009
30/08/2017;JPY;0.0091
29/08/2017;JPY;0.0092
28/08/2017;JPY;0.0091
27/08/2017;JPY;0.0091
26/08/2017;JPY;0.0091
25/08/2017;JPY;0.0091
24/08/2017;JPY;0.0091
23/08/2017;JPY;0.0092
22/08/2017;JPY;0.0091
21/08/2017;JPY;0.0092
20/08/2017;JPY;0.0092
19/08/2017;JPY;0.0092
18/08/2017;JPY;0.0092
17/08/2017;JPY;0.0091
16/08/2017;JPY;0.009
15/08/2017;JPY;0.0091
14/08/2017;JPY;0.0091
13/08/2017;JPY;0.0092
12/08/2017;JPY;0.0092
11/08/2017;JPY;0.0092
10/08/2017;JPY;0.0091
09/08/2017;JPY;0.0091
08/08/2017;JPY;0.0091
07/08/2017;JPY;0.009
06/08/2017;JPY;0.0091
05/08/2017;JPY;0.0091
04/08/2017;JPY;0.0091
03/08/2017;JPY;0.0091
02/08/2017;JPY;0.009
01/08/2017;JPY;0.009
31/07/2017;JPY;0.009
30/07/2017;JPY;0.009
29/07/2017;JPY;0.009
28/07/2017;JPY;0.009
27/07/2017;JPY;0.009
26/07/2017;JPY;0.0089
25/07/2017;JPY;0.009
24/07/2017;JPY;0.009
23/07/2017;JPY;0.009
22/07/2017;JPY;0.009
21/07/2017;JPY;0.009
20/07/2017;JPY;0.0089
19/07/2017;JPY;0.0089
18/07/2017;JPY;0.0089
17/07/2017;JPY;0.0089
16/07/2017;JPY;0.0088
15/07/2017;JPY;0.0088
14/07/2017;JPY;0.0088
13/07/2017;JPY;0.0088
12/07/2017;JPY;0.0088
11/07/2017;JPY;0.0087
10/07/2017;JPY;0.0088
09/07/2017;JPY;0.0088
08/07/2017;JPY;0.0088
07/07/2017;JPY;0.0088
06/07/2017;JPY;0.0088
05/07/2017;JPY;0.0088
04/07/2017;JPY;0.0088
03/07/2017;JPY;0.0089
02/07/2017;JPY;0.0089
01/07/2017;JPY;0.0089
30/06/2017;JPY;0.0089
29/06/2017;JPY;0.0089
28/06/2017;JPY;0.0089
27/06/2017;JPY;0.0089
26/06/2017;JPY;0.009
25/06/2017;JPY;0.009
24/06/2017;JPY;0.009
23/06/2017;JPY;0.009
22/06/2017;JPY;0.009
21/06/2017;JPY;0.009
20/06/2017;JPY;0.009
19/06/2017;JPY;0.009
18/06/2017;JPY;0.009
17/06/2017;JPY;0.009
16/06/2017;JPY;0.009
15/06/2017;JPY;0.0091
14/06/2017;JPY;0.0091
13/06/2017;JPY;0.0091
12/06/2017;JPY;0.0091
11/06/2017;JPY;0.0091
10/06/2017;JPY;0.0091
09/06/2017;JPY;0.0091
08/06/2017;JPY;0.0091
07/06/2017;JPY;0.0091
06/06/2017;JPY;0.0091
05/06/2017;JPY;0.009
04/06/2017;JPY;0.009
03/06/2017;JPY;0.009
02/06/2017;JPY;0.009
01/06/2017;JPY;0.009
31/05/2017;JPY;0.009
30/05/2017;JPY;0.009
29/05/2017;JPY;0.009
28/05/2017;JPY;0.009
27/05/2017;JPY;0.009
26/05/2017;JPY;0.009
25/05/2017;JPY;0.0089
24/05/2017;JPY;0.0089
23/05/2017;JPY;0.009
22/05/2017;JPY;0.009
21/05/2017;JPY;0.009
20/05/2017;JPY;0.009
19/05/2017;JPY;0.009
18/05/2017;JPY;0.009
17/05/2017;JPY;0.0089
16/05/2017;JPY;0.0088
15/05/2017;JPY;0.0088
14/05/2017;JPY;0.0088
13/05/2017;JPY;0.0088
12/05/2017;JPY;0.0088
11/05/2017;JPY;0.0088
10/05/2017;JPY;0.0088
09/05/2017;JPY;0.0088
08/05/2017;JPY;0.0089
07/05/2017;JPY;0.0089
06/05/2017;JPY;0.0089
05/05/2017;JPY;0.0089
04/05/2017;JPY;0.0089
03/05/2017;JPY;0.0089
02/05/2017;JPY;0.0089
01/05/2017;JPY;0.009
30/04/2017;JPY;0.009
29/04/2017;JPY;0.009
28/04/2017;JPY;0.009
27/04/2017;JPY;0.009
26/04/2017;JPY;0.009
25/04/2017;JPY;0.0091
24/04/2017;JPY;0.0091
23/04/2017;JPY;0.0092
22/04/2017;JPY;0.0092
21/04/2017;JPY;0.0092
20/04/2017;JPY;0.0092
19/04/2017;JPY;0.0092
18/04/2017;JPY;0.0092
17/04/2017;JPY;0.0092
16/04/2017;JPY;0.0092
15/04/2017;JPY;0.0092
14/04/2017;JPY;0.0092
13/04/2017;JPY;0.0092
12/04/2017;JPY;0.0091
11/04/2017;JPY;0.009
10/04/2017;JPY;0.009
09/04/2017;JPY;0.009
08/04/2017;JPY;0.009
07/04/2017;JPY;0.009
06/04/2017;JPY;0.009
05/04/2017;JPY;0.009
04/04/2017;JPY;0.0091
03/04/2017;JPY;0.009
02/04/2017;JPY;0.0089
01/04/2017;JPY;0.0089
31/03/2017;JPY;0.0089
30/03/2017;JPY;0.009
29/03/2017;JPY;0.009
28/03/2017;JPY;0.0091
27/03/2017;JPY;0.0091
26/03/2017;JPY;0.009
25/03/2017;JPY;0.009
24/03/2017;JPY;0.009
23/03/2017;JPY;0.009
22/03/2017;JPY;0.009
21/03/2017;JPY;0.0089
20/03/2017;JPY;0.0089
19/03/2017;JPY;0.0088
18/03/2017;JPY;0.0088
17/03/2017;JPY;0.0088
16/03/2017;JPY;0.0088
15/03/2017;JPY;0.0087
14/03/2017;JPY;0.0087
13/03/2017;JPY;0.0087
12/03/2017;JPY;0.0087
11/03/2017;JPY;0.0087
10/03/2017;JPY;0.0087
09/03/2017;JPY;0.0087
08/03/2017;JPY;0.0087
07/03/2017;JPY;0.0088
06/03/2017;JPY;0.0088
05/03/2017;JPY;0.0087
04/03/2017;JPY;0.0087
03/03/2017;JPY;0.0087
02/03/2017;JPY;0.0087
01/03/2017;JPY;0.0088
28/02/2017;JPY;0.0089
27/02/2017;JPY;0.0089
26/02/2017;JPY;0.0089
25/02/2017;JPY;0.0089
24/02/2017;JPY;0.0089
23/02/2017;JPY;0.0089
22/02/2017;JPY;0.0089
21/02/2017;JPY;0.0088
20/02/2017;JPY;0.0088
19/02/2017;JPY;0.0089
18/02/2017;JPY;0.0089
17/02/2017;JPY;0.0089
16/02/2017;JPY;0.0088
15/02/2017;JPY;0.0087
14/02/2017;JPY;0.0088
13/02/2017;JPY;0.0088
12/02/2017;JPY;0.0088
11/02/2017;JPY;0.0088
10/02/2017;JPY;0.0088
09/02/2017;JPY;0.0089
08/02/2017;JPY;0.0089
07/02/2017;JPY;0.0089
06/02/2017;JPY;0.0089
05/02/2017;JPY;0.0088
04/02/2017;JPY;0.0088
03/02/2017;JPY;0.0088
02/02/2017;JPY;0.0089
01/02/2017;JPY;0.0088
31/01/2017;JPY;0.0088
30/01/2017;JPY;0.0087
29/01/2017;JPY;0.0087
28/01/2017;JPY;0.0087
27/01/2017;JPY;0.0087
26/01/2017;JPY;0.0087
25/01/2017;JPY;0.0088
24/01/2017;JPY;0.0088
23/01/2017;JPY;0.0088
22/01/2017;JPY;0.0087
21/01/2017;JPY;0.0087
20/01/2017;JPY;0.0087
19/01/2017;JPY;0.0087
18/01/2017;JPY;0.0088
17/01/2017;JPY;0.0088
16/01/2017;JPY;0.0088
15/01/2017;JPY;0.0087
14/01/2017;JPY;0.0087
13/01/2017;JPY;0.0087
12/01/2017;JPY;0.0088
11/01/2017;JPY;0.0086
10/01/2017;JPY;0.0086
09/01/2017;JPY;0.0086
08/01/2017;JPY;0.0086
07/01/2017;JPY;0.0086
06/01/2017;JPY;0.0086
05/01/2017;JPY;0.0086
04/01/2017;JPY;0.0085
03/01/2017;JPY;0.0085
02/01/2017;JPY;0.0085
01/01/2017;JPY;0.0085
31/12/2016;JPY;0.0085
30/12/2016;JPY;0.0085
29/12/2016;JPY;0.0086
28/12/2016;JPY;0.0085
27/12/2016;JPY;0.0085
26/12/2016;JPY;0.0085
25/12/2016;JPY;0.0085
24/12/2016;JPY;0.0085
23/12/2016;JPY;0.0085
22/12/2016;JPY;0.0085
21/12/2016;JPY;0.0085
20/12/2016;JPY;0.0085
19/12/2016;JPY;0.0085
18/12/2016;JPY;0.0085
17/12/2016;JPY;0.0085
16/12/2016;JPY;0.0085
15/12/2016;JPY;0.0085
14/12/2016;JPY;0.0087
13/12/2016;JPY;0.0087
12/12/2016;JPY;0.0086
11/12/2016;JPY;0.0087
10/12/2016;JPY;0.0087
09/12/2016;JPY;0.0087
08/12/2016;JPY;0.0088
07/12/2016;JPY;0.0088
06/12/2016;JPY;0.0088
05/12/2016;JPY;0.0087
04/12/2016;JPY;0.0088
03/12/2016;JPY;0.0088
02/12/2016;JPY;0.0088
01/12/2016;JPY;0.0088
30/11/2016;JPY;0.0088
29/11/2016;JPY;0.0089
28/11/2016;JPY;0.0089
27/11/2016;JPY;0.0088
26/11/2016;JPY;0.0088
25/11/2016;JPY;0.0088
24/11/2016;JPY;0.0088
23/11/2016;JPY;0.009
22/11/2016;JPY;0.009
21/11/2016;JPY;0.009
20/11/2016;JPY;0.0091
19/11/2016;JPY;0.0091
18/11/2016;JPY;0.0091
17/11/2016;JPY;0.0092
16/11/2016;JPY;0.0091
15/11/2016;JPY;0.0092
14/11/2016;JPY;0.0093
13/11/2016;JPY;0.0094
12/11/2016;JPY;0.0094
11/11/2016;JPY;0.0094
10/11/2016;JPY;0.0094
09/11/2016;JPY;0.0096
08/11/2016;JPY;0.0095
07/11/2016;JPY;0.0096
06/11/2016;JPY;0.0097
05/11/2016;JPY;0.0097
04/11/2016;JPY;0.0097
03/11/2016;JPY;0.0097
02/11/2016;JPY;0.0097
01/11/2016;JPY;0.0095
31/10/2016;JPY;0.0095
30/10/2016;JPY;0.0095
29/10/2016;JPY;0.0095
28/10/2016;JPY;0.0095
27/10/2016;JPY;0.0096
26/10/2016;JPY;0.0096
25/10/2016;JPY;0.0096
24/10/2016;JPY;0.0096
23/10/2016;JPY;0.0096
22/10/2016;JPY;0.0096
21/10/2016;JPY;0.0096
20/10/2016;JPY;0.0097
19/10/2016;JPY;0.0097
18/10/2016;JPY;0.0096
17/10/2016;JPY;0.0096
16/10/2016;JPY;0.0096
15/10/2016;JPY;0.0096
14/10/2016;JPY;0.0096
13/10/2016;JPY;0.0096
12/10/2016;JPY;0.0096
11/10/2016;JPY;0.0096
10/10/2016;JPY;0.0097
09/10/2016;JPY;0.0097
08/10/2016;JPY;0.0097
07/10/2016;JPY;0.0097
06/10/2016;JPY;0.0096
05/10/2016;JPY;0.0097
04/10/2016;JPY;0.0097
03/10/2016;JPY;0.0099
02/10/2016;JPY;0.0099
01/10/2016;JPY;0.0099
30/09/2016;JPY;0.0099
29/09/2016;JPY;0.0099
28/09/2016;JPY;0.0099
27/09/2016;JPY;0.01
26/09/2016;JPY;0.01
25/09/2016;JPY;0.0099
24/09/2016;JPY;0.0099
23/09/2016;JPY;0.0099
22/09/2016;JPY;0.0099
21/09/2016;JPY;0.0099
20/09/2016;JPY;0.0098
19/09/2016;JPY;0.0098
18/09/2016;JPY;0.0098
17/09/2016;JPY;0.0098
16/09/2016;JPY;0.0098
15/09/2016;JPY;0.0098
14/09/2016;JPY;0.0097
13/09/2016;JPY;0.0098
12/09/2016;JPY;0.0098
11/09/2016;JPY;0.0097
10/09/2016;JPY;0.0097
09/09/2016;JPY;0.0097
08/09/2016;JPY;0.0098
07/09/2016;JPY;0.0098
06/09/2016;JPY;0.0097
05/09/2016;JPY;0.0097
04/09/2016;JPY;0.0097
03/09/2016;JPY;0.0097
02/09/2016;JPY;0.0097
01/09/2016;JPY;0.0096
31/08/2016;JPY;0.0097
30/08/2016;JPY;0.0098
29/08/2016;JPY;0.0098
28/08/2016;JPY;0.01
27/08/2016;JPY;0.01
26/08/2016;JPY;0.01
25/08/2016;JPY;0.01
24/08/2016;JPY;0.01
23/08/2016;JPY;0.01
22/08/2016;JPY;0.0099
21/08/2016;JPY;0.01
20/08/2016;JPY;0.01
19/08/2016;JPY;0.01
18/08/2016;JPY;0.01
17/08/2016;JPY;0.0099
16/08/2016;JPY;0.01
15/08/2016;JPY;0.0099
14/08/2016;JPY;0.0098
13/08/2016;JPY;0.0098
12/08/2016;JPY;0.0098
11/08/2016;JPY;0.0099
10/08/2016;JPY;0.0099
09/08/2016;JPY;0.0098
08/08/2016;JPY;0.0098
07/08/2016;JPY;0.0099
06/08/2016;JPY;0.0099
05/08/2016;JPY;0.0099
04/08/2016;JPY;0.0099
03/08/2016;JPY;0.0099
02/08/2016;JPY;0.0098
01/08/2016;JPY;0.0098
31/07/2016;JPY;0.0097
30/07/2016;JPY;0.0097
29/07/2016;JPY;0.0097
28/07/2016;JPY;0.0095
27/07/2016;JPY;0.0095
26/07/2016;JPY;0.0096
25/07/2016;JPY;0.0094
24/07/2016;JPY;0.0094
23/07/2016;JPY;0.0094
22/07/2016;JPY;0.0094
21/07/2016;JPY;0.0094
20/07/2016;JPY;0.0094
19/07/2016;JPY;0.0094
18/07/2016;JPY;0.0095
17/07/2016;JPY;0.0095
16/07/2016;JPY;0.0095
15/07/2016;JPY;0.0095
14/07/2016;JPY;0.0095
13/07/2016;JPY;0.0096
12/07/2016;JPY;0.0096
11/07/2016;JPY;0.0098
10/07/2016;JPY;0.01
09/07/2016;JPY;0.01
08/07/2016;JPY;0.01
07/07/2016;JPY;0.0099
06/07/2016;JPY;0.0099
05/07/2016;JPY;0.0098
04/07/2016;JPY;0.0097
03/07/2016;JPY;0.0097
02/07/2016;JPY;0.0097
01/07/2016;JPY;0.0097
30/06/2016;JPY;0.0097
29/06/2016;JPY;0.0097
28/06/2016;JPY;0.0098
27/06/2016;JPY;0.0098
26/06/2016;JPY;0.0098
25/06/2016;JPY;0.0098
24/06/2016;JPY;0.0098
23/06/2016;JPY;0.0095
22/06/2016;JPY;0.0096
21/06/2016;JPY;0.0096
20/06/2016;JPY;0.0096
19/06/2016;JPY;0.0096
18/06/2016;JPY;0.0096
17/06/2016;JPY;0.0096
16/06/2016;JPY;0.0096
15/06/2016;JPY;0.0094
14/06/2016;JPY;0.0094
13/06/2016;JPY;0.0094
12/06/2016;JPY;0.0094
11/06/2016;JPY;0.0094
10/06/2016;JPY;0.0094
09/06/2016;JPY;0.0094
08/06/2016;JPY;0.0093
07/06/2016;JPY;0.0093
06/06/2016;JPY;0.0093
05/06/2016;JPY;0.0092
04/06/2016;JPY;0.0092
03/06/2016;JPY;0.0092
02/06/2016;JPY;0.0092
01/06/2016;JPY;0.0092
31/05/2016;JPY;0.009
30/05/2016;JPY;0.009
29/05/2016;JPY;0.0091
28/05/2016;JPY;0.0091
27/05/2016;JPY;0.0091
26/05/2016;JPY;0.0091
25/05/2016;JPY;0.0091
24/05/2016;JPY;0.0091
23/05/2016;JPY;0.0091
22/05/2016;JPY;0.0091
21/05/2016;JPY;0.0091
20/05/2016;JPY;0.0091
19/05/2016;JPY;0.0091
18/05/2016;JPY;0.0091
17/05/2016;JPY;0.0091
16/05/2016;JPY;0.0092
15/05/2016;JPY;0.0092
14/05/2016;JPY;0.0092
13/05/2016;JPY;0.0092
12/05/2016;JPY;0.0091
11/05/2016;JPY;0.0092
10/05/2016;JPY;0.0092
09/05/2016;JPY;0.0092
08/05/2016;JPY;0.0093
07/05/2016;JPY;0.0093
06/05/2016;JPY;0.0093
05/05/2016;JPY;0.0093
